Entrada	Xénero complementario	Categoría	Sinónimos	Nota
t	  	 m 		letra
tabaco	  	 m 		
tabaela	  	 f 		
tabal	  	 m 		
tabán	  	 m 		
tabánidos	  	 mpl 		
tabaqueiro	 tabaqueira 	 a s 		
tabaquismo	  	 m 		
tabardilla	  	 f 		
tabardo	  	 m 		
tabasa	  	 f 		
tabasco	  	 m 		
tabe	  	 f 		
tabelión	  	 m 		
taberna	  	 f 		
tabernáculo	  	 m 		
tabernario	 tabernaria 	 a 		
taberneiro	 taberneira 	 s 		
tabético	 tabética 	 a 		
tabicar	  	 t 		
tabique	  	 m 		
tabloide	  	 m a 		
táboa	  	 f 		
taboado	  	 m 		
taboleiro	  	 m 		
tabú	  	 m 		
tabulador	  	 m 		
tabular1	  	 a 		
tabular2	  	 t 		
tabulatura	  	 f 		
tacada	  	 f 		
tacha	  	 f 		
tachar	  	 t 		pór tacha
tacitamente	  	 av 		
tácito	 tácita 	 a 		
taciturnidade	  	 f 		
taciturno	 taciturna 	 a 		
taco	  	 m 		
tacógrafo	  	 m 		contarrevolucións
tacómetro	  	 m 		contarrevolucións
tacón	  	 m 		
táctica	  	 f 		
tacticamente	  	 av 		
táctico	 táctica 	 a s 		
táctil	  	 a 		
tactilidade	  	 f 		
tactismo	  	 m 		
tacto	  	 m 		
tafetá	  	 m 		
tafilete	  	 m 		
tafo	  	 m 		
tafur	  	 m 		
tafurro	 tafurra 	 a s 		
tagalo	 tagala 	 a s 		Filipinas (As)
tagarote	  	 m 		
tahitiano	 tahitiana 	 a s 		Tahití (Oc)
tai	  	 a s 		Sueste asiático
taifa	  	 f 		
taiga	  	 f 		
tailandés	 tailandesa 	 a s 		Tailandia (As)
taíña	  	 f 		
tainas	  	 fpl 		
taiwanés	 taiwanesa 	 a s 		Taiwán (As)
tal	  	 p av 		
tala	  	 f 		
talabartada	  	 f 		
talabarte	  	 m 		
talabarteiro	  	 m 		
talaiot	  	 m 		catalán
talameiro	  	 m 		
tálamo	  	 m 		
talante	  	 m 		
talar	  	 a 		
talasemia	  	 f 		
talasínidos	  	 mpl 		
talaso-	  	 pref 		gr 'mar'
talasocracia	  	 f 		
talasoterapia	  	 f 		
talco	  	 m 		
taleiga	  	 f 		
taleigada	  	 f 		
talento	  	 m 		
talentoso	 talentosa 	 a 		
tálero	  	 m 		
taliáceos	  	 mpl 		
talidomida	  	 f 		
talio	  	 m 		
talión	  	 m 		
talismán	  	 m 		
talismánico	 talismánica 	 a 		
talla1	  	 f 		tallar
talla2	  	 f 		cántaro
tallada	  	 f 		
talladeira	  	 f 		
talladura	  	 f 		
tallamar	  	 m 		
tallantas	  	 fpl 		
tallante	  	 a 		
tallar	  	 t 		
tallarín	  	 m 		
talle	  	 m 		
talleiro	  	 m 		
taller	  	 m 		
tallista	  	 s 		
tallo	  	 m 		
tallón	  	 m 		
talmente	  	 av 		
talmud	  	 m 		
talmúdico	 talmúdica 	 a 		
talmudista	  	 s 		
talo1	  	 m 		lat thallus
talo2	  	 m 		(callo)
talófitas	  	 fpl 		
talón	  	 m 		
talonario	  	 m 		
tálpidos	  	 mpl 		
taludo	 taluda 	 a 		
talvez	  	 av 		
talweg	  	 m 		al ['talbeg]
tamaño	 tamaña 	 a m 		
támara	  	 f 		noiro
tamargueira	  	 f 		
tamaricáceas	  	 fpl 		
tamarindo	  	 m 		
tambor	  	 m 		
tamborete	  	 m 		
tamboril	  	 m 		
tamborilar	  	 i 		
tamborileiro	  	 m 		
tambuche	  	 m 		
tamén	  	 av 		
támil	  	 a s 		Sri Lanka/India (As)
tampa	  	 f 		
tampo	  	 m 		
tampón	  	 m 		
tampouco	  	 av 		
tan	  	 av 		
tanagra	  	 f 		
tanato-	  	 pref 		gr 'morte'
tanatoloxía	  	 f 		
tanatorio	  	 m 		
tancado	  	 m 		
tándem	  	 m 		
tañeira	  	 f 		ladral
tanga	  	 m 		
tangaño	  	 m 		
tangaraño	  	 m 		
tango	  	 m 		
tangueleirán	 tangueleirana 	 a s 		
tánico	 tánica 	 a 		
tanino	  	 m 		
tañizo	  	 m 		ladral traseiro
tanlla	  	 f 		
tano	  	 m 		
tanque1	  	 m 		vaso
tanque2	  	 m 		de guerra
tantalio	  	 m 		
tántalo	  	 m 		ave
tantán	  	 m 		
tanto2	 tanta 	 a m 		
tanto1	  	 av 		
tantrismo	  	 m 		
tanxedoira	  	 f 		
tanxedor	 tanxedora 	 s 		
tanxencia	  	 f 		
tanxencial	  	 a 		
tanxente	  	 a f 		
tanxerino	 tanxerina 	 a s 		Tánxer (Marrocos)
tanxibilidade	  	 f 		
tanza	  	 f 		
tanzano	 tanzana 	 a s 		Tanzania (Áf)
tao	  	 m 		
taoísmo	  	 m 		
taoísta	  	 a s 		
taolla	  	 f 		
tapa	  	 f 		
tapabocas	  	 m 		
tapacubos	  	 m 		
tapada	  	 f 		
tapadeira	  	 f 		
tapadura	  	 f 		
tapar	  	 t pr 		
taparrabos	  	 m 		
tapaxuntas	  	 m 		
tapete	  	 m 		
tapia	  	 f 		
tapiar	  	 t 		
tapiceiro	 tapiceira 	 s 		
tapioca	  	 f 		
tapir	  	 m 		
tapiz	  	 m 		
tapizado	  	 m 		
tapizar	  	 t 		
tapón	  	 m 		
taponar	  	 t 		
tapuzar	  	 t 		
tapuzo	  	 m 		
taquear	  	 t 		
taqueira	  	 f 		
taqui-	  	 pref 		gr 'rápido'
taquicardia	  	 f 		
taquifaxia	  	 f 		
taquigrafar	  	 t 		
taquigrafía	  	 f 		
taquigraficamente	  	 av 		
taquigráfico	 taquigráfica 	 a 		
taquígrafo	 taquígrafa 	 s 		
taquimecanografía	  	 f 		
taquimecanógrafo	 taquimecanógrafa 	 s 		
taquimetría	  	 f 		
taquímetro	  	 m 		
taquínidos	  	 mpl 		
tara	  	 f 		
tarabela1	  	 f 		lat trabem
tarabela2	  	 f 		lat terebellum
tarabelear	  	 i 		
tarabelo2	  	 m 		lat terebellum
tarabelo3	 tarabela 	 a 		tarabelo1
tarado	 tarada 	 a 		
tarambaina	  	 s a 		
tarañeiro	  	 m 		
tarantela	  	 f 		
tarántula	  	 f 		
tarasca	  	 f 		
tardanza	  	 f 		
tardar	  	 i 		
tarde	  	 av f 		
tardego	 tardega 	 a 		
tardeiro	 tardeira 	 a 		
tardiamente	  	 av 		
tardígrados	  	 mpl 		
tardiña	  	 f 		
tardío	 tardía 	 a 		
tardo	 tarda 	 a 		
tareco	  	 m 		
tarefa	  	 f 		
tarentino	 tarentina 	 a s 		Tarento (It)
targa	  	 f 		
tarifa	  	 f 		
tarifar	  	 t 		
tarima	  	 f 		cama
tarlatana	  	 f 		
taro	  	 m 		
taroco	  	 m 		
tarot	  	 m 		fr
tarouco	 tarouca 	 a 		
tarraconense	  	 a s 		ant Tarraco/Tarragona
tarrafa	  	 f 		
tarrago	  	 m 		
tarrancha	  	 f 		
tarrañola	  	 f 		
tarrantés	  	 a 		
tarraxa	  	 f 		
tarraxar	  	 t 		
tarrelo2	 tarrela 	 a 		pequeno
tarro	  	 m 		
tarsectomía	  	 f 		
tarsiano	 tarsiana 	 a 		
tarso	  	 m 		
tártago	  	 m 		
tartagueiro	  	 m 		
tartamudez	  	 f 		
tartana	  	 f 		
tartaraña	  	 f 		
tartarato	  	 m 		
tartárico	 tartárica 	 a 		
tartariñar	  	 i 		
tártaro1	  	 m 		inferno
tártaro2	  	 m 		química
tártaro3	 tártara 	 a s 		ant Tartaria (Asia Central)
tarteira	  	 f 		
tarteso	 tartesa 	 a s 		ant Tartesos (val do Guadalquivir)
tartufismo	  	 m 		
tartufo	  	 m 		
tarugo	  	 m 		
tarulo	  	 m 		
tarxeta	  	 f 		
tasca1	  	 f 		tascar
tasca2	  	 f 		taberna
tascanear	  	 i 		
tasco	  	 m 		
tasmaniano	 tasmaniana 	 a s 		Tasmania (Australia)
tasto	  	 m 		
tataraneto	 tataraneta 	 s 		
tataravó	 tataravoa 	 s 		
tátaro	 tátara 	 a s 		Crimea/Asia Central/Rusia
tatú	  	 m 		
tatuar	  	 t pr 		
tatuaxe	  	 f 		
tau	  	 m 		letra
taumaturgo	 taumaturga 	 s 		
taumaturxia	  	 f 		
taumatúrxico	 taumatúrxica 	 a 		
taurino	 taurina 	 a 		
tauro	  	 m 		
tauromaquia	  	 f 		
tauromáquico	 tauromáquica 	 a 		
tauto-	  	 pref 		gr 'o mesmo'
tautoloxía	  	 f 		
tautolóxico	 tautolóxica 	 a 		
tautomería	  	 f 		
tautómero	 tautómera 	 a 		
tautosilábico	 tautosilábica 	 a 		
taxa	  	 f 		
taxáceas	  	 fpl 		[ks]
taxación	  	 f 		
taxador	 taxadora 	 s 		
taxar	  	 t 		
taxativamente	  	 av 		
taxativo	 taxativa 	 a 		
taxi	  	 m 		[ks]
taxidermia	  	 f 		[ks]
taxidermista	  	 s 		[ks]
taxímetro	  	 m 		[ks]
taxista	  	 s 		[ks]
taxon	  	 m 		[ks]
taylorismo	  	 m 		ing
tazo	  	 m 		
té	  	 m 		infusión
te1	  	 m 		letra
te2	  	 p 		
tedeum	  	 m 		
tea2	  	 f 		lat taeda
tea1	  	 f 		tela
teáceas	  	 fpl 		
teada	  	 f 		
tear	  	 m 		
teatino	 teatina 	 a m 		
teatral	  	 a 		
teatralidade	  	 f 		
teatralmente	  	 av 		
teatro	  	 m 		
tebaico	 tebaica 	 a 		
tebaína	  	 f 		
tebaísmo	  	 m 		
tebano	 tebana 	 a s 		ant Tebas (Grecia)
tebra	  	 f 		
tebroso	 tebrosa 	 a 		
teca2	  	 f 		recipiente
teca1	  	 f 		madeira
tecedeira	  	 f 		
tecedor	 tecedora 	 a s 		
tecedura	  	 f 		
tecelán	 tecelá 	 s 		
tecer	  	 t i 		
tecido	  	 m 		
tecla	  	 f 		
teclado	  	 m 		
teclear	  	 i 		
tecnecio	  	 m 		
técnica	  	 f 		
tecnicamente	  	 av 		
tecnicismo	  	 m 		
técnico	 técnica 	 a s 		
tecnicolor	  	 m 		
tecno-	  	 pref 		gr 'arte'
tecnocracia	  	 f 		
tecnócrata	  	 s 		
tecnocrático	 tecnocrática 	 a 		
tecnoloxía	  	 f 		
tecnolóxico	 tecnolóxica 	 a 		
tectibranquios	  	 mpl 		
tectónica	  	 f 		
tectónico	 tectónica 	 a 		
tectriz	  	 af f 		
tedio	  	 m 		
teflón	  	 m 		
tega	  	 f 		
tego	  	 m 		
tegumentario	 tegumentaria 	 a s 		
tegumento	  	 m 		
teima	  	 f 		
teimar	  	 i 		
teimosamente	  	 av 		
teimosía	  	 f 		
teimoso	 teimosa 	 a 		
teimudo	 teimuda 	 a 		
teína	  	 f 		
teiroa	  	 f 		
teísmo3	  	 m 		te2
teísmo2	  	 m 		té
teísmo1	  	 m 		deus
teísta1	  	 a s 		teísmo1
teísta2	  	 a s 		teísmo3
teitar	  	 t 		
teito	  	 m 		
teitume	  	 m 		
teixo1	  	 m 		árbore
teixo2	 teixa 	 a m 		
teixugo	  	 m 		
telamón	  	 m 		
tele-1	  	 pref 		gr 'lonxe'
tele-2	  	 pref 		televisión
telecadeira	  	 f 		
telecinesia	  	 f 		
telecomunicación	  	 f 		
teledetección	  	 f 		
teledirección	  	 f 		
teledirixir	  	 t 		
telefax	  	 m 		
teleférico	 teleférica 	 a m 		
telefilme	  	 m 		
telefonada	  	 f 		
telefonar	  	 i t 		
telefonía	  	 f 		
telefonicamente	  	 av 		
telefónico	 telefónica 	 a 		
telefonista	  	 s 		
teléfono	  	 m 		
telefóridos	  	 mpl 		
telefoto	  	 f 		
telefotografía	  	 f 		
telegrafar	  	 t i 		
telegrafía	  	 f 		
telegraficamente	  	 av 		
telegráfico	 telegráfica 	 a 		
telegrafista	  	 s 		
telégrafo	  	 m 		
telegrama	  	 m 		
teleguiar	  	 t 		
teleimpresor	  	 m 		
telemática	  	 f 		
telemetría	  	 f 		
telemétrico	 telemétrica 	 a 		
telémetro	  	 m 		
telencéfalo	  	 m 		
telenovela	  	 f 		
teleobxectivo	  	 m 		
teleoloxía	  	 f 		
teleolóxico	 teleolóxica 	 a 		
teleósteos	  	 mpl 		
telepatía	  	 f 		
telepaticamente	  	 av 		
telepático	 telepática 	 a 		
telerradiografía	  	 f 		
telescópico	 telescópica 	 a 		
telescopio	  	 m 		
telespectador	 telespectadora 	 s 		
telesquí	  	 m 		
teletipo	  	 m 		
televisar	  	 t 		
televisión	  	 f 		
televisivo	 televisiva 	 a 		
televisor	  	 m 		
télex	  	 m 		
telexornal	  	 m 		
telínidos	  	 mpl 		
tella	  	 f 		
tellado	  	 m 		
tellar	  	 t 		
tellavá	  	 f 		
telleira	  	 f 		
telleiro	  	 m 		
tello	  	 m 		
tellón	  	 m 		
telo-	  	 pref 		gr 'fin'
telofase	  	 f 		
telonio	  	 m 		
telson	  	 m 		
telúrico	 telúrica 	 a 		
telurio	  	 m 		
telurismo	  	 m 		
teluriuro	  	 m 		
teluroso	 telurosa 	 a 		
tema	  	 m 		
temario	  	 m 		
temática	  	 f 		
temático	 temática 	 a 		
temer	  	 t i 		
temerariamente	  	 av 		
temerario	 temeraria 	 a 		
temeridade	  	 f 		
témero	 témera 	 a 		
temesiño	 temesiña 	 a 		
temón	  	 m 		
temoncela	  	 f 		cf soliño
temoneiro	 temoneira 	 a s 		
temor	  	 m 		
tempada	  	 f 		
témpera	  	 f 		
temperado	 temperada 	 a 		
temperamental	  	 a 		
temperamento	  	 m 		
temperante	  	 a 		
temperanza	  	 f 		
temperar	  	 t i pr 		
temperatura	  	 f 		
tempereiro	  	 m 		
tempero	  	 m 		
tempestade	  	 f 		
tempestuoso	 tempestuosa 	 a 		
templario	  	 m 		
templo	  	 m 		
tempo	  	 m 		
tempoentempo,de	  	 lav 		
tempo,a	  	 lav 		
tempo,en	  	 lav 		
temporada	  	 f 		
temporal1	  	 a m 		
temporal2	  	 a m 		anatomía
temporalidade	  	 f 		
temporalmente	  	 av 		
temporáneo	 temporánea 	 a 		
témporas	  	 fpl 		
temporizador	  	 m 		
temporizar	  	 t 		
tenaces	  	 fpl 		
tenacidade	  	 f 		
tenaz	  	 a 		
tenazmente	  	 av 		
tenda	  	 f 		
tendal	  	 m 		
tendedeira	  	 f 		
tendeiro	 tendeira 	 s 		
tendencia	  	 f 		
tendencioso	 tendenciosa 	 a 		
tendente	  	 a 		
ténder	  	 m 		
tender	  	 t i pr 		
tendinite	  	 f 		
tendinoso	 tendinosa 	 a 		
tendón	  	 m 		
tenebrario	  	 m 		
tenebriónidos	  	 mpl 		
tenebrismo	  	 m 		
tenebrosamente	  	 av 		
tenebroso	 tenebrosa 	 a 		
tenencia	  	 f 		alcalde
tenente	  	 s 		
tenesmo	  	 m 		
tenia	  	 f 		
tenífugo	 tenífuga 	 a 		
tenis	  	 s 		
tenista	  	 s 		
tenístico	 tenística 	 a 		
tenor	  	 m a 		
tenotomía	  	 f 		
tenramente	  	 av 		
tenreiro	 tenreira 	 a s 		
tenro	 tenra 	 a 		
tenrura	  	 f 		
tensamente	  	 av 		
tensar	  	 t 		
tensioactivo	 tensioactiva 	 a 		
tensiómetro	  	 m 		
tensión	  	 f 		
tenso	 tensa 	 a 		
tensor	 tensora 	 a m 		
tensorial	  	 a 		
tentación	  	 f 		
tentacular	  	 a 		
tentáculo	  	 m 		
tentador	 tentadora 	 a s 		
tentadoramente	  	 av 		
tentar	  	 t 		
tentativa	  	 f 		
tentear	  	 t 		
tentenenos	  	 m 		
tenteo	  	 m 		
tento	  	 m 		
tentredínidos	  	 mpl 		
tenue	  	 a 		
tenuemente	  	 av 		
tenuidade	  	 f 		
tenuirrostros	  	 mpl 		
tenza	  	 f 		
tenzón	  	 f 		
teo	  	 m 		verme canteiro
teo-	  	 pref 		gr 'deus'
teobroma	  	 m 		
teobromina	  	 f 		
teocali	  	 m 		
teocentrismo	  	 m 		
teocracia	  	 f 		
teocrático	 teocrática 	 a 		
teodicea	  	 f 		
teodolito	  	 m 		
teofilina	  	 f 		
teogonía	  	 f 		
teogónico	 teogónica 	 a 		
teologal	  	 a 		
teólogo	 teóloga 	 s 		
teoloxía	  	 f 		
teolóxico	 teolóxica 	 a 		
teoloxizar	  	 i 		
teomanía	  	 f 		
teor	  	 m 		
teorema	  	 m 		
teoremático	 teoremática 	 a 		
teorética	  	 f 		
teorético	 teorética 	 a 		
teoría	  	 f 		
teoricamente	  	 av 		
teórico	 teórica 	 a s 		
teorización	  	 f 		
teorizador	 teorizadora 	 s 		
teorizar	  	 i 		
teosofía	  	 f 		
teosófico	 teosófica 	 a 		
teósofo	 teósofa 	 s 		
tépalo	  	 m 		
tepedamente	  	 av 		
tépedo	 tépeda 	 a 		
tepidario	  	 m 		
tequila	  	 s 		
ter	  	 t i pr 		
tera-	  	 pref 		10 elevado a 12
terácidas	  	 fpl 		
terapeuta	  	 s 		
terapéutica	  	 f 		
terapéutico	 terapéutica 	 a 		
terapia	  	 f 		
terato-	  	 pref 		gr 'monstro'
teratólogo	 teratóloga 	 s 		
teratoloxía	  	 f 		
teratolóxico	 teratolóxica 	 a 		
teratoma	  	 m 		
teratoxénese	  	 f 		
teratóxeno	 teratóxena 	 a 		
terbio	  	 m 		
terceira	  	 f 		
terceiro	 terceira 	 a s 		
terceiro	  	 m 		
terceiromundista	  	 a 		
terceto	  	 m 		
terciario	 terciaria 	 a 		
terebintáceas	  	 fpl 		
terebinteno	  	 m 		
terebintina	  	 f 		
terebración	  	 f 		
terebrante	  	 a 		
terebrantes	  	 mpl 		
terebrátula	  	 f 		
teredínidos	  	 mpl 		
teresiana	  	 f 		
teresiano	 teresiana 	 a 		
tergal	  	 m 		
termal	  	 a 		
termalismo	  	 m 		
termar	  	 i 		
termas	  	 fpl 		
termia	  	 f 		
térmico	 térmica 	 a 		
termidor	  	 m 		
termidoriano	 termidoriana 	 a 		
terminación	  	 f 		
terminal1	  	 a 		
terminal2	  	 s 		
terminante	  	 a 		
terminantemente	  	 av 		
terminar	  	 t i pr 		
terminativo	 terminativa 	 a 		
terminoloxía	  	 f 		
terminolóxico	 terminolóxica 	 a 		
termistor	  	 m 		
termita	  	 f 		química
térmite	  	 m 		insecto
termo1	  	 m 		gr 'thermos'
termo2	  	 m 		lat 'terminus'
termo-	  	 pref 		gr 'calor'
termocauterio	  	 m 		
termodinámica	  	 f 		
termodinámico	 termodinámica 	 a 		
termoelectricidade	  	 f 		
termoeléctrico	 termoeléctrica 	 a 		
termógrafo	  	 m 		
termoiónico	 termoiónica 	 a 		
termolábil	  	 a 		
termólise	  	 f 		
termoloxía	  	 f 		
termolóxico	 termolóxica 	 a 		
termoluminiscencia	  	 f 		
termomagnético	 termomagnética 	 a 		
termomagnetismo	  	 m 		
termometría	  	 f 		
termométrico	 termométrica 	 a 		
termómetro	  	 m 		
termonuclear	  	 a 		
termoplástico	 termoplástica 	 a 		
termoquímica	  	 f 		
termoquímico	 termoquímica 	 a 		
termorregulación	  	 f 		
termorregulador	 termorreguladora 	 a m 		
termoscopio	  	 m 		
termosfera	  	 f 		
termosifón	  	 m 		
termostático	 termostática 	 a 		
termóstato	  	 m 		
termoterapia	  	 f 		
termoxénese	  	 f 		bioloxía
termóxeno	 termóxena 	 a 		
terna	  	 f 		
ternario	 ternaria 	 a 		
terno1	  	 m 		
tero	  	 m 		
terpeno	  	 m 		
terpina	  	 f 		
terpineol	  	 m 		
terra	  	 f 		
terracota	  	 f 		
terral	  	 a m 		
terranovense	  	 a s 		Terra Nova (Canadá)
terraplén	  	 m 		
terráqueo	 terráquea 	 a 		
terrar	  	 t 		
terrasenco	 terrasenca 	 a s 		Terrasa
terratenente	  	 s 		
terraza	  	 f 		
terrazo	  	 m 		
terreal	  	 a 		
terreiro	 terreira 	 a 		
terremoto	  	 m 		
terreño	 terreña 	 a m 		cf terreo
terreo	 terrea 	 a m 		cf terreño
térreo	 térrea 	 a 		
terrestre	  	 a 		
terrexar	  	 i 		
terrícola	  	 a s 		
terrier	  	 s 		
terrina	  	 f 		
territorial	  	 a 		
territorialidade	  	 f 		
territorialmente	  	 av 		
territorio	  	 m 		
terríxeno	 terríxena 	 a 		
terroeira	  	 f 		
terrón	  	 m 		
terror	  	 m 		
terrorífico	 terrorífica 	 a 		
terrorismo	  	 m 		
terrorista	  	 a s 		
terroso	 terrosa 	 a 		
terso	 tersa 	 a 		
terxiversación	  	 f 		
terxiversador	 terxiversadora 	 s a 		
terxiversar	  	 t 		
terzá	  	 af f 		
terzado	 terzada 	 a 		
terzar	  	 t i pr 		
terzo	 terza 	 a s 		
tesa	  	 f 		cf pescuño
tesalio	 tesalia 	 a s 		ant Tesalia (Grecia)
tesalonicense	  	 a s 		Tesalónica (Grecia)
tese	  	 f 		
tesela	  	 f 		
teselado	 teselada 	 a 		
tésera	  	 f 		
tesitura	  	 f 		
tesla	  	 m 		
teso1	  	 m 		
teso2	 tesa 	 a 		
tesoira	  	 f 		
tesoirada	  	 f 		
tesoiro	  	 m 		
tesón	  	 m 		
tesoureiro	 tesoureira 	 s 		
tesouro	  	 m 		
test	  	 m 		ing
testa	  	 f 		
testáceo	 testácea 	 a 		
testada	  	 f 		
testador	 testadora 	 s 		
testamentaría	  	 f 		
testamentario	 testamentaria 	 a 		
testamenteiro	 testamenteira 	 m 		
testamento	  	 m 		
testanear	  	 i 		
testar1	  	 t i 		lat testari
testar2	  	 i 		testa
testavao	  	 m 		
testeira	  	 f 		
testeiro	  	 m 		
testemuña	  	 f 		
testemuñal	  	 a 		
testemuñar	  	 t i 		
testemuño	  	 m 		
testicular	  	 a 		
testículo	  	 m 		
testificación	  	 f 		
testificante	  	 a 		
testificar	  	 t i 		
testo2	 testa 	 a 		
testo1	  	 m 		
testón	  	 m 		
testosterona	  	 f 		
testudíneos	  	 mpl 		
teta	  	 f 		
tetania	  	 f 		
tetánico	 tetánica 	 a 		
tetanización	  	 f 		
tetanizar	  	 t pr 		
tétano	  	 m 		
teteira	  	 f 		
teteiro	  	 m 		
teto	  	 m 		
tetra-	  	 pref 		gr 'catro'
tetraciclina	  	 f 		
tetracloruro	  	 m 		
tetracordo	  	 m 		
tetradáctilo	 tetradáctila 	 a 		
tétrade	  	 f 		
tetraédrico	 tetraédrica 	 a 		
tetraedro	  	 m 		
tetragonal	  	 a 		
tetrágono	  	 m 		
tetragrama	  	 m 		
tetraloxía	  	 f 		
tetrámero	 tetrámera 	 a m 		
tetrámetro	  	 m 		
tetrámetros	  	 mpl 		
tetraneumóns	  	 mpl 		
tetraónidos	  	 mpl 		
tetrapalpos	  	 mpl 		
tetraplexía	  	 f 		
tetrapléxico	 tetrapléxica 	 a s 		
tetraploide	  	 a 		
tetrápodos	  	 mpl 		
tetráptero	 tetráptera 	 a 		
tetrarca	  	 m 		
tetrarcado	  	 m 		
tetrarquía	  	 f 		
tetrasílabo	 tetrasílaba 	 a m 		
tetratómico	 tetratómica 	 a 		
tetravalencia	  	 f 		
tetravalente	  	 a 		
tetraxónidas	  	 fpl 		[ks]
tétrico	 tétrica 	 a 		
tetrodóntidos	  	 mpl 		
tetuaní	  	 a s 		Tetuán (Marrocos)
tetudo	 tetuda 	 a 		
teu	 túa 	 p 		
teúrgo	 teúrga 	 s 		
teúrxia	  	 f 		
teúrxico	 teúrxica 	 a 		
teutónico	 teutónica 	 a 		
texano	 texana 	 a s 		Texas (EUA)
téxtil	  	 a 		
texto	  	 m 		
textual	  	 a 		
textualmente	  	 av 		
textura	  	 f 		
texturación	  	 f 		
texturar	  	 t 		
theta	  	 m 		letra
ti	  	 p 		
tiamina	  	 f 		
tiara	  	 f 		
tiberino	 tiberina 	 a s 		Tíber (It)
tibetano	 tibetana 	 a s 		Tíbet (China)
tibia	  	 f 		
tibial	  	 a 		
tiburón	  	 m 		
tic	  	 m 		
tícket	  	 m 		
tictac	  	 m 		
tifáceas	  	 fpl 		
tífico	 tífica 	 a 		
tiflite	  	 f 		
tiflografía	  	 f 		
tifo	  	 m 		
tifo-	  	 pref 		gr 'fume' 'febre'
tifobacilose	  	 f 		
tifoide	  	 a 		
tifón	  	 m 		
tifoso	 tifosa 	 a 		
tigre	  	 m 		
tigresa	  	 f 		cf tigre
til	  	 m 		
tila	  	 f 		
tílburi	  	 m 		
tileiro	  	 m 		
tiliáceas	  	 fpl 		
tilla1	  	 f 		cuña
tilla2	  	 f 		cuberta de barco
tillar	  	 t 		tilla1
timbal	  	 m 		
timbaleiro	 timbaleira 	 s 		
timbrado	 timbrada 	 pt a 		
timbrar	  	 t 		
timbre	  	 m 		
timeláceas	  	 fpl 		
tímico	 tímica 	 a 		
timidamente	  	 av 		
timidez	  	 f 		
tímido	 tímida 	 a 		
timina	  	 f 		
timo	  	 m 		glándula
timocracia	  	 f 		
timocrático	 timocrática 	 a 		
timol	  	 m 		
timorato	 timorata 	 a 		
timorense	  	 a s 		Timor (As)
timpánico	 timpánica 	 a 		
timpanismo	  	 m 		
timpanite	  	 f 		
timpanítico	 timpanítica 	 a 		
tímpano	  	 m 		
tiña	  	 f 		
tindalización	  	 f 		
tineidos	  	 mpl 		
tinerfeño	 tinerfeña 	 a s 		Tenerife
tinguidura	  	 f 		
tinguilear	  	 i 		
tino	  	 m 		
tiñoso	 tiñosa 	 a 		
tinta	  	 f 		
tinteiro	  	 m 		
tintín	  	 ix m 		
tintinar	  	 i 		
tinto	 tinta 	 a 		
tintorio	 tintoria 	 a 		
tintura	  	 f 		
tintureiro	 tintureira 	 s 		
tínxidos	  	 mpl 		
tio-	  	 pref 		gr 'xofre'
tiol	  	 m 		
tiónico	 tiónica 	 a 		
tiorba	  	 f 		
tiosulfato	  	 m 		
tiosulfúrico	 tiosulfúrica 	 a 		
tiourea	  	 f 		
tipicamente	  	 av 		
típico	 típica 	 a 		
tipificación	  	 f 		
tipificar	  	 t 		
tiple	  	 s 		
tipo	 tipa 	 s 		
tipo-	  	 pref 		gr 'carácter'
tipografía	  	 f 		
tipograficamente	  	 av 		
tipográfico	 tipográfica 	 a 		
tipógrafo	 tipógrafa 	 s 		
tipoloxía	  	 f 		
tipolóxico	 tipolóxica 	 a 		
tipómetro	  	 m 		
tiptoloxía	  	 f 		
típula	  	 f 		
tipúlidos	  	 mpl 		
tira	  	 f 		
tirabeque	  	 m 		
tirada	  	 f 		
tiradeira	  	 f 		
tirado	 tirada 	 pt a 		
tirador	  	 m 		
tirafondo	  	 m 		
tiraleite	  	 m 		
tiraliñas	  	 m 		
tiramento	  	 m 		
tiranamente	  	 av 		
tiranés	 tiranesa 	 a s 		Tirana (Albania)
tiranía	  	 f 		
tiranicamente	  	 av 		
tiranicida	  	 s 		
tiranicidio	  	 m 		
tiránico	 tiránica 	 a 		
tiranizar	  	 t 		
tirano	 tirana 	 a s 		
tirante	  	 a m 		
tirapé	  	 m 		
tirapuxa	  	 f 		
tirar	  	 t i pr 		
tiratacos	  	 m 		
tiraxe	  	 f 		
tirio	 tiria 	 a s 		ant Tiro (Fenicia/Líbano)
tiro	  	 m 		
tirocinio	  	 m 		
tiroglobulina	  	 f 		
tiroide	  	 a f 		
tiroidectomía	  	 f 		
tiroidismo	  	 m 		
tiroidite	  	 f 		
tirolés	 tirolesa 	 a s 		Tirol (Austria)
tiroliro	  	 m 		
tirón	  	 m 		
tironiano	 tironiana 	 a 		
tirosina	  	 f 		
tirotear	  	 t 		
tiroteo	  	 m 		
tirotricina	  	 f 		
tiroxina	  	 f 		[ks]
tirreno	 tirrena 	 a s 		ant Italia
tirso	  	 m 		
tiruleco	 tiruleca 	 a 		
tisana	  	 f 		
tisanópteros	  	 mpl 		
tisanuros	  	 mpl 		
tise	  	 f 		
tísico	 tísica 	 a s 		
tisiólogo	 tisióloga 	 s 		
tisioloxía	  	 f 		
tisnadura	  	 f 		
tisne	  	 m 		
tisú	  	 m 		
titán	  	 m 		
titanicamente	  	 av 		
